start_prob,end_prob,passage,start,end,knowledge_cue,first_mention,recent_mention,log_odds,condition,model_path,model_shorthand
1.302428955796131e-07,0.00011718788300640881,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",cupboard,drawer,Implicit,Start,End,-9.813403011055133,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
4.5100526335772884e-07,5.878152296645567e-05,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater from the cupboard to the drawer. Lisa realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",cupboard,drawer,Explicit,Start,End,-7.026074657701219,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
1.320527417192352e-06,3.457014463492669e-05,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater from the cupboard to the drawer. Lisa realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",cupboard,drawer,Implicit,Start,End,-4.710340478972931,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
1.6431172298325691e-06,6.11018986091949e-05,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",cupboard,drawer,Explicit,Start,Start,-5.216709889780161,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
1.7355190493617556e-06,5.9674068324966356e-05,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",cupboard,drawer,Implicit,Start,Start,-5.103665031436611,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
7.825902343938651e-07,6.658615166088566e-05,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",cupboard,drawer,Explicit,Start,Start,-6.410821244360639,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
2.898259936046088e-06,2.496792694728356e-05,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",cupboard,drawer,Implicit,Start,Start,-3.1068171445445643,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
1.473141395536004e-07,5.2197472541593015e-05,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",cupboard,drawer,Explicit,End,End,-8.46894023115391,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
5.22951033588015e-08,0.0001645023876335472,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",cupboard,drawer,Implicit,End,End,-11.619145036996104,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
1.992196558830983e-07,5.0141028623329476e-05,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater from the cupboard to the drawer. Lisa realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",cupboard,drawer,Explicit,End,End,-7.975487785532174,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
1.7242151670870953e-06,6.193485751282424e-05,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater from the cupboard to the drawer. Lisa realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",cupboard,drawer,Implicit,End,End,-5.1667398735856125,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
5.10431448219606e-07,9.308214794145897e-05,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",cupboard,drawer,Explicit,End,Start,-7.5106434743856,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
3.2498601854058506e-07,0.0001227993197971955,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",cupboard,drawer,Implicit,End,Start,-8.561709201854836,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
6.671766072940954e-07,6.627338007092476e-05,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",cupboard,drawer,Explicit,End,Start,-6.634216985760282,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
2.7911769393540453e-06,4.46271151304245e-05,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",cupboard,drawer,Implicit,End,Start,-3.9989750599183065,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
0.0003889024956151843,3.046000529138837e-06,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John thinks the shovel is in the [MASK].",toolbox,van,Explicit,Start,End,6.996348490009668,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
2.7249570848653093e-06,1.2763738368448685e-06,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",toolbox,van,Implicit,Start,End,1.094182567557798,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
0.00024369654420297593,5.791124294773908e-06,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again. John thinks the shovel is in the [MASK].",toolbox,van,Explicit,Start,End,5.395098520807552,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
0.0002549253113102168,1.9537201296770945e-05,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again. John goes to get the shovel from the [MASK].",toolbox,van,Implicit,Start,End,3.7057789031764936,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
0.001500001410022378,3.2650250432197936e-06,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John thinks the shovel is in the [MASK].",toolbox,van,Explicit,Start,Start,8.843654084041276,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
2.2317994080367498e-05,5.530943326448323e-06,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",toolbox,van,Implicit,Start,Start,2.01260990049063,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
0.0006848235498182476,8.34678576211445e-06,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again. John thinks the shovel is in the [MASK].",toolbox,van,Explicit,Start,Start,6.358367762424368,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
0.0003799760015681386,1.4860056580801029e-05,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again. John goes to get the shovel from the [MASK].",toolbox,van,Implicit,Start,Start,4.6763967898798695,True Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
0.0004775609995704144,5.045995749242138e-06,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John thinks the shovel is in the [MASK].",toolbox,van,Explicit,End,End,6.564402221272019,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
8.675071512698196e-06,7.033032716208254e-07,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",toolbox,van,Implicit,End,End,3.6246568170023585,False Belief,Qwen/Qwen2.5-1.5B-Instruct,Qwen 2.5 1.5 Instruct
