"","id","participant_id","item_id","item","item_type","trial_index","correct_answer","response","is_correct","reaction_time","trial_ptr_id","condition","first_mention","recent_mention","knowledge_cue","start","end","is_start","is_end","passage_reading_time","accuracy","excluded.attention","X","row","passage","mentions_start","mentions_end","mentions_ratio","passage_reversed","start_reversed","end_reversed","attn_check_1_q","attn_check_1_a","attn_check_2_q","attn_check_2_a","passage_hr","critical_q","critical_a","log_odds","token_c1","end_logprob","start_logprob","token_c2","lp_pred","pred_t1","pred_t2","pred_lp1","pred_lp2","mdl.accuracy","is_start_numeric"
"159",1117,745,"6_tb_1_e_e_ex",6,"critical",5,"cabinet","cabinet",TRUE,4433,1117,"True Belief","End","End","Explicit","drawer","cabinet",FALSE,TRUE,12767,1,FALSE,186,186,"Laura is in the study, using the stapler. When she is finished, she puts the documents away in a cabinet and the stapler away in a drawer. Then Ross wanders into the study. Laura watches Ross take the stapler out of the drawer and put it in the cabinet. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together. Laura thinks the stapler is in the [MASK].",2,2,1,".]KSAM[ eht ni si relpats eht skniht aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .eeffoc a ekam dna og ot sevael aruaL .tenibac eht ni ti tup dna reward eht fo tuo relpats eht ekat ssoR sehctaw aruaL .yduts eht otni srednaw ssoR nehT .reward a ni yawa relpats eht dna tenibac a ni yawa stnemucod eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the documents away in a cabinet and the stapler away in a drawer. Then Ross wanders into the study. Laura watches Ross take the stapler out of the drawer and put it in the cabinet. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","Laura thinks the stapler is in the","cabinet",-1.61294975,"drawer",-0.18307815,-1.7960279,"cabinet","cabinet","cabinet",",",-0.18378848,-0.18986163,1,0
"160",1147,183,"7_fb_1_s_s_im",7,"critical",5,"garage","fridge",FALSE,10666.7000000477,1147,"False Belief","Start","Start","Implicit","garage","fridge",FALSE,TRUE,51848.6000001431,0,FALSE,5,5,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",2,2,1," .]KSAM[ eht morf eniw eht teg ot seog divaD .eniw eht tuo tup ot stnaw dna emoh snruter divaD .egarag eht morf egdirf eht otni eniw eht sevom ehs os ,delooc tseb eb dluow eniw eht sediced atraM ,enog si divaD elihW .skcans emos teg ot tuo seog divaD ,nehT .egdirf eht morf knird a sbarg dna egarag eht ni eniw eht serots divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD","egarag","egdirf","Where did David put the wine at the beginning of the story?","garage","Where was the wine at the end of the story?","fridge","David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine.","David goes to get the wine from the","garage",-2.04374259,"garage",-0.12243841,-2.166181,"fridge","fridge","fridge",",",-0.12651356,-0.6505939,0,0
"161",1150,694,"5_tb_1_e_e_im",5,"critical",5,"study","study",TRUE,10377.6999998093,1150,"True Belief","End","End","Implicit","hall","study",FALSE,TRUE,24584.1000001431,1,FALSE,171,171,"Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys. Ed goes to get the keys from the [MASK].",2,2,1,".]KSAM[ eht morf syek eht teg ot seog dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .moorhtab eht ot seog dE ,sdrawretfA .yduts eht ot llah eht morf syek eht sevom anaeS sa sehctaw dE .retal setunim wef a emoh sevirra anaeS .llah eht ni syek sih stup dna yduts eht ni gab sih sevael eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed goes to get the keys from the","study",-6.7208487234,"hall",-0.0035172766,-6.724366,"study","study","study",",",-0.0034667943,-0.045429785,1,0
"162",1153,713,"9_tb_1_e_s_im",9,"critical",5,"drawer","drawer",TRUE,6395.5,1153,"True Belief","End","Start","Implicit","cupboard","drawer",FALSE,TRUE,21102.5,1,FALSE,47,47,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",2,2,1,".]KSAM[ eht morf retarg eht teg ot seog asiL .niaga retarg eht esu ot sdeen ehs sezilaer asiL .draobpuc eht morf reward eht ot retarg eht evom treboR sehctaw ehS .kcab semoc neht ,nehctik eht sevael ylfeirb ehS .draobpuc eht ni yawa ti stup dna retarg eht sesu neht ,reward eht morf alutaps a tuo sekat ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","Lisa goes to get the grater from the","drawer",-8.4137711956735,"cupboard",-0.00042079046,-8.4141919861335,"drawer","drawer","drawer",",",-0.0003151312,-0.20655473,1,0
"163",1171,707,"9_fb_1_s_s_im",9,"critical",5,"cupboard","cupboard",TRUE,16022.3999999762,1171,"False Belief","Start","Start","Implicit","cupboard","drawer",TRUE,FALSE,54791.3999999762,1,FALSE,37,37,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",2,2,1,".]KSAM[ eht morf retarg eht teg ot seog asiL .niaga retarg eht esu ot sdeen ehs sezilaer dna kcab semoc asiL .draobpuc eht morf reward eht ot retarg eht sevom treboR ,yawa si ehs elihw dna ,nehctik eht sevael ylfeirb ehS .reward eht morf alutaps eht tuo sekat neht ,draobpuc eht ni yawa ti stup dna retarg eht sesu ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again.","Lisa goes to get the grater from the","cupboard",3.06538841777,"cupboard",-3.1167321,-0.05134368223,"drawer","cupboard","cup","board",-0.05277372,-0.0001351458,1,1
"164",1174,683,"2_fb_1_e_s_im",2,"critical",5,"cupboard","cupboard",TRUE,8341,1174,"False Belief","End","Start","Implicit","cupboard","fridge",TRUE,FALSE,31233,1,FALSE,125,125,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",2,2,1,".]KSAM[ eht morf maj eht teg ot seog yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .draobpuc eht fo tuo ti gnikat retfa egdirf eht otni maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .draobpuc eht ni yawa maj eht stup dna egdirf eht fo tuo ados a steg ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM","draobpuc","egdirf","Where did Mary put the jam at the beginning of the story?","cupboard","Where was the jam at the end of the story?","fridge","Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich.","Mary goes to get the jam from the","cupboard",3.0848034516097,"cupboard",-3.132721,-0.0479175483903,"fridge","cupboard","cup","board",-0.04890694,-4.361666e-06,1,1
"165",1177,727,"3_tb_1_s_e_im",3,"critical",5,"basket","basket",TRUE,6390.5,1177,"True Belief","Start","End","Implicit","sink","basket",FALSE,TRUE,36114.7000000477,1,FALSE,131,131,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt from the sink to the basket. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",2,2,1,".]KSAM[ eht fo tuo trihs sih teg ot seog noremaC .trihs sih ffo niats eht hsaw ot stnaw eh moor eht otni kcab semoc noremaC nehW .degnahc teg ot moor sih ot seog eh nehT .teksab eht ot knis eht morf trihs eht evom neleH sees noremaC .teksab eht morf retaews a pu skcip dna knis eht ni trihs sih stup eH .trihs sih no niats a steg eh ,gnitae si noremaC elihW","knis","teksab","Where did Cameron put the shirt at the beginning of the story?","sink","Where is the shirt at the end of the story?","basket","While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt from the sink to the basket. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","Cameron goes to get his shirt out of the","basket",-4.718828955,"sink",-0.010709045,-4.729538,"basket","basket","basket",",",-0.010712239,-0.36636668,1,0
"166",1189,747,"5_fb_1_s_s_im",5,"critical",5,"hall","hall",TRUE,6937.60000000149,1189,"False Belief","Start","Start","Implicit","hall","study",TRUE,FALSE,30828.8999999985,1,FALSE,165,165,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Afterwards, Ed goes to the bathroom. Ed doesn't see Seana move the keys to the study from the hall. When Ed gets back from the bathroom, he realizes he needs his keys. Ed goes to get the keys from the [MASK].",2,2,1,".]KSAM[ eht morf syek eht teg ot seog dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .llah eht morf yduts eht ot syek eht evom anaeS ees t'nseod dE .moorhtab eht ot seog dE ,sdrawretfA .retal setunim wef a emoh sevirra anaeS .yduts eht ni gab sih sevael dna llah eht ni syek sih stup eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Afterwards, Ed goes to the bathroom. Ed doesn't see Seana move the keys to the study from the hall. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed goes to get the keys from the","hall",1.94896578,"hall",-2.0880065,-0.13904072,"study","hall","hall",",",-0.1292181,-0.10118656,1,1
"167",1201,629,"7_tb_1_e_e_ex",7,"critical",5,"fridge","fridge",TRUE,9727.5,1201,"True Belief","End","End","Explicit","garage","fridge",FALSE,TRUE,26395.6000000015,1,FALSE,10,10,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",2,2,1," .]KSAM[ eht ni si eniw eht skniht divaD .eniw eht tuo tup ot stnaw eh ,emoh snruter eh nehW .skcans emos teg ot tuo seog divaD ,nehT .egdirf eht otni dna egarag eht fo tuo eniw eht evom atraM sehctaw divaD .delooc tseb eb dluow eniw eht sediced atraM ,revewoH .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD","egarag","egdirf","Where did David put the wine at the beginning of the story?","garage","Where was the wine at the end of the story?","fridge","David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","David thinks the wine is in the","fridge",-1.44667648,"garage",-0.22184752,-1.668524,"fridge","fridge","fridge",",",-0.22373863,-0.068906836,1,0
"168",1210,678,"10_fb_1_e_e_ex",10,"critical",5,"toolbox","toolbox",TRUE,8945.5,1210,"False Belief","End","End","Explicit","toolbox","van",TRUE,FALSE,42145.7000007629,1,FALSE,56,56,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John thinks the shovel is in the [MASK].",2,2,1," .]KSAM[ eht ni si levohs eht skniht nhoJ .niaga levohs eht esu ot sdeen eH .eciffo eht morf snruter nhoJ ,nehT .nav eht ni yawa levohs eht stup ehs ,dehsinif si neraK nehW .segde emos pu ydit ot xobloot eht fo tuo levohs eht sekat neraK ,yawa si nhoJ elihW .ssob eht ot klat ot eciffo eht ot seog nhoJ .xobloot eht ni levohs eht sevael neht ,nav eht morf enohp sih sbarg eh ,enod si eh nehW .tnemec daerps ot levohs a gnisu si nhoJ .etis gnidliub a no gnikrow era neraK dna nhoJ","xobloot","nav","Where did John put the shovel at the beginning of the story?","toolbox","Where was the shovel at the end of the story?","van","John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again.","John thinks the shovel is in the","toolbox",0.336884755,"toolbox",-0.9078698,-0.570985045,"van","toolbox","tool","box",-0.566216,-0.003643675,1,1
"169",1222,719,"6_fb_1_s_e_im",6,"critical",5,"drawer","drawer",TRUE,29437.5,1222,"False Belief","Start","End","Implicit","drawer","cabinet",TRUE,FALSE,9587.5,1,FALSE,177,177,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura leaves to go and make a coffee. Laura doesn't see Ross take the stapler out of the drawer and put it in the cabinet. Laura comes back into the study and remembers she has one more document to staple together. Laura goes to get the stapler from the [MASK].",2,2,1,".]KSAM[ eht morf relpats eht teg ot seog aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .tenibac eht ni ti tup dna reward eht fo tuo relpats eht ekat ssoR ees t'nseod aruaL .eeffoc a ekam dna og ot sevael aruaL .yduts eht otni srednaw ssoR nehT .tenibac a ni yawa stnemucod eht dna reward a ni yawa relpats eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura leaves to go and make a coffee. Laura doesn't see Ross take the stapler out of the drawer and put it in the cabinet. Laura comes back into the study and remembers she has one more document to staple together.","Laura goes to get the stapler from the","drawer",7.1265221056,"drawer",-7.127345,-0.0008228944,"cabinet","drawer","drawer",",",-0.0007905034,-0.11645824,1,1
"170",1231,669,"1_tb_1_e_s_ex",1,"critical",5,"basket","box",FALSE,45884,1231,"True Belief","End","Start","Explicit","box","basket",TRUE,FALSE,6071,0,FALSE,110,110,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",2,2,1,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .xob eht morf teksab eht ot koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS","xob","teksab","Where did Sean put the book at the beginning of the story?","box","Where was the book at the end of the story?","basket","Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","Sean thinks the book is in the","basket",-1.1948916,"box",-0.2648275,-1.4597191,"basket","basket","basket",",",-0.2673369,-0.019142376,1,1
"171",1243,574,"8_tb_1_s_e_im",8,"critical",5,"bedroom","hall",FALSE,19499.700000003,1243,"True Belief","Start","End","Implicit","hall","bedroom",TRUE,FALSE,44883.8999999985,0,FALSE,19,19,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom. Sarah goes to see the painting in the [MASK].",2,2,1,".]KSAM[ eht ni gnitniap eht ees ot seog haraS .moordeb eht ot llah eht morf gnitniap eht evom semaJ sehctaw haraS .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .gnitniap reh ta kool a evah ot edisni seog ehs ,gnidaer morf kcab steg ehs nehW .nedrag eht ni daer ot edistuo seog ehS .moordeb eht morf koob a sbarg neht ,llah eht ot gnitniap eht sevom ehs os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS","llah","moordeb","Where did Sarah put the painting at the beginning of the story?","hall","Where was the painting at the end of the story?","bedroom","Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom.","Sarah goes to see the painting in the","bedroom",-4.814711586,"hall",-0.046531614,-4.8612432,"bedroom","bedroom","bedroom",",",-0.046887234,-0.6883727,1,1
"172",1252,551,"11_fb_1_e_s_ex",11,"critical",5,"suitcase","suitcase",TRUE,8903.39999997616,1252,"False Belief","End","Start","Explicit","suitcase","backpack",TRUE,FALSE,100143,1,FALSE,76,76,"Patrick and Nicole are sitting at the train station, waiting for their train. Patrick grabs his camera from the backpack, takes out the ticket to check it, then puts the ticket away in the suitcase. Then he gets up to take photos of the trains. Patrick doesn't see Nicole place the ticket in the backpack after taking it out of the suitcase. Patrick comes back to sit at the table with Nicole. He wants to check the ticket one more time. Patrick thinks the ticket is in the [MASK].",2,2,1,".]KSAM[ eht ni si tekcit eht skniht kcirtaP .emit erom eno tekcit eht kcehc ot stnaw eH .elociN htiw elbat eht ta tis ot kcab semoc kcirtaP .esactius eht fo tuo ti gnikat retfa kcapkcab eht ni tekcit eht ecalp elociN ees t'nseod kcirtaP .sniart eht fo sotohp ekat ot pu steg eh nehT .esactius eht ni yawa tekcit eht stup neht ,ti kcehc ot tekcit eht tuo sekat ,kcapkcab eht morf aremac sih sbarg kcirtaP .niart rieht rof gnitiaw ,noitats niart eht ta gnittis era elociN dna kcirtaP","esactius","kcapkcab","Where did Patrick put the ticket at the beginning of the story?","suitcase","Where was the ticket at the end of the story?","backpack","Patrick and Nicole are sitting at the train station, waiting for their train. Patrick grabs his camera from the backpack, takes out the ticket to check it, then puts the ticket away in the suitcase. Then he gets up to take photos of the trains. Paul doesn't see Nicole place the ticket in the backpack after taking it out of the suitcase. Patrick comes back to sit at the table with Nicole. He wants to check the ticket one more time.","Patrick thinks the ticket is in the","suitcase",4.041960895,"suitcase",-4.061292,-0.019331105,"backpack","suitcase","suitcase",",",-0.020185381,-0.032035675,1,1
"173",1255,743,"6_fb_1_s_s_ex",6,"critical",5,"drawer","drawer",TRUE,4981.60000000149,1255,"False Belief","Start","Start","Explicit","drawer","cabinet",TRUE,FALSE,38188.4000000022,1,FALSE,180,180,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura leaves to go and make a coffee. Laura doesn't see Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura comes back into the study and remembers she has one more document to staple together. Laura thinks the stapler is in the [MASK].",2,2,1,".]KSAM[ eht ni si relpats eht skniht aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .reward eht fo daetsni tenibac eht ni kcab ti tup dna ,relpats eht ekat ssoR ees t'nseod aruaL .eeffoc a ekam dna og ot sevael aruaL .yduts eht otni srednaw ssoR nehT .tenibac a ni yawa stnemucod eht dna reward a ni yawa relpats eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura leaves to go and make a coffee. Laura doesn't see Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura comes back into the study and remembers she has one more document to staple together.","Laura thinks the stapler is in the","drawer",8.33551066372,"drawer",-8.3358345,-0.00032383628,"cabinet","drawer","drawer",",",-0.00036491916,-0.08125318,1,1
"174",1264,640,"10_tb_1_e_s_ex",10,"critical",5,"van","toolbox",FALSE,65280,1264,"True Belief","End","Start","Explicit","toolbox","van",TRUE,FALSE,12731,0,FALSE,62,62,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again. John thinks the shovel is in the [MASK].",2,2,1," .]KSAM[ eht ni si levohs eht skniht nhoJ .niaga levohs eht esu ot sdeen nhoJ ,revewoH .xobloot eht fo daetsni nav eht ni yawa levohs eht tup reh sehctaw nhoJ ,dehsinif si neraK nehW .segde emos pu ydit ot levohs eht sesu neraK ,nehT .retal stnemom kcab semoc dna ,ssob eht ot klat ot eciffo eht ot seog nhoJ .xobloot eht ni levohs eht sevael neht ,nav eht morf enohp sih sbarg eh ,enod si eh nehW .tnemec daerps ot levohs a gnisu si nhoJ .etis gnidliub a no gnikrow era neraK dna nhoJ","xobloot","nav","Where did John put the shovel at the beginning of the story?","toolbox","Where was the shovel at the end of the story?","van","John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","John thinks the shovel is in the","van",-1.1393301326,"toolbox",-0.29476547,-1.4340956026,"van","van","van",",",-0.3012261,-0.019109141,1,1
"175",1270,768,"10_fb_1_s_s_ex",10,"critical",5,"toolbox","toolbox",TRUE,7814,1270,"False Belief","Start","Start","Explicit","toolbox","van",TRUE,FALSE,54770,1,FALSE,52,52,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John thinks the shovel is in the [MASK].",2,2,1," .]KSAM[ eht ni si levohs eht skniht nhoJ .niaga levohs eht esu ot sdeen eH .eciffo eht morf snruter nhoJ ,nehT .xobloot eht fo daetsni nav eht ni yawa levohs eht stup ehs ,dehsinif si neraK nehW .segde emos pu ydit ot levohs eht sesu neraK ,yawa si nhoJ elihW .ssob eht ot klat ot eciffo eht ot seog nhoJ .nav eht morf enohp sih sbarg neht ,xobloot eht ni levohs eht sevael eh ,enod si eh nehW .tnemec daerps ot levohs a gnisu si nhoJ .etis gnidliub a no gnikrow era neraK dna nhoJ","xobloot","nav","Where did John put the shovel at the beginning of the story?","toolbox","Where was the shovel at the end of the story?","van","John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again.","John thinks the shovel is in the","toolbox",1.58473798418,"toolbox",-1.7695322,-0.18479421582,"van","toolbox","tool","box",-0.19318204,-0.00037720232,1,1
"176",1273,759,"1_fb_1_s_e_ex",1,"critical",5,"box","box",TRUE,7250,1273,"False Belief","Start","End","Explicit","box","basket",TRUE,FALSE,38377,1,FALSE,96,96,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",2,2,1,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .teksab eht ot xob eht morf koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS","xob","teksab","Where did Sean put the book at the beginning of the story?","box","Where was the book at the end of the story?","basket","Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book.","Sean thinks the book is in the","box",6.7821900401,"box",-6.783434,-0.0012439599,"basket","box","box",",",-0.0012957631,-0.009378845,1,1
